name,line,dialogue_clean
House," Yeah, could have carried a tad more weight if you'd mentioned the ""liking pain""ù thing. You're on my naughty list. Sorry, no leather stethoscope this Christmas.",yeah could carried tad weight mentioned liking pain ù thing naughty list sorry leather stethoscope christmas
House, I assume you nEver started him on antibiotics or blood thinners before Mistress Ilsa's rude interruption.,assume never started antibiotics blood thinners mistress ilsa rude interruption
House, Start him on antibiotics and blood thinners. [House watches as an older gentleMan walks into his office. He watches the Man throughout the rest of this scene.],start antibiotics blood thinners
House," No, he's pRobably right.",probably right
House," But if Foreman's right about it being bacterial endocarditis, and we ""ì [Foreman raises his hand.]",foreman right bacterial endocarditis
House," Okay, if Foreman used to be right about it being blood clots, and we take the surgery route, then we'll pRobably kill the guy. So, start him on blood thinners, and if he has another stroke, then we'll schedule the surgery. [He opens the door to his office.] Yeah?",okay foreman used right blood clots take surgery route probably kill guy start blood thinners another stroke schedule surgery yeah
House," I have a feeling I'm going to regret this, but yes.",feeling going regret yes
House, She lied. [He hands Myron a script.] Here you go.,lied go
House, Always happy to make people happy. Goodbye.,always happy make people happy goodbye
House, How much more of what?,much
House, You don't want more sex?,want sex
House," Hey, here's a radical thought. Talk to her.",hey radical thought talk
House, Sounds crazy when you put it like that.,sounds crazy put like
House, In the hospital? Could be. Let's see if we can find it.,hospital could let see find
House, Got any blue pills?,got blue pills
House," Well, that's one example of a blue pill. Name six others.",well one example blue pill name six others
House, Perfect. Fill her up. [House nods to Myron. Cuddy walks up.],perfect fill
House, Little busy here.,little busy
House, It's purely business. I'll make sure you get the recipt.,purely business make sure get recipt
House," Wow. Well, you've certainly given me a lot to think about. If only I was as open as you.",wow well certainly given lot think open
House," Actually, it was your blouse I was talking about. [Cuddy smiles.]",actually blouse talking
House," Stop the treatment. [to Foreman] Sorry, we tried your way, you could not have been wronger.",stop treatment sorry tried way could wronger
House," Oh yeah, we've all got perfect 20-20 hindsight. Get a hold of Main in vascular, see if his surgical dance card is free for tomorrow. [Chase and Foreman leave. Cameron clears her throat.]",oh yeah got perfect hindsight get hold main vascular see surgical dance card free tomorrow
House, You couldn't keep your mouth shut.,keep mouth shut
House, That would be army boots and t-shirt. It's the county paintball tourney. First prize is fifty bucks; I'll split it with you if you hold your end up.,would army boots shirt county paintball tourney first prize fifty bucks split hold end
House, Relax. I made a reservation at CafÈ Spiletto. Regarding wardRobe: are you too young to remember spandex?,relax made reservation cafÈ spiletto regarding wardrobe young remember spandex
House, Someone should just tell him to do it. Way faster.,someone tell way faster
House, Not you. Where's a good dominatrix when you need one?,good dominatrix need one
House," If you get caught, Cuddy's got a hairbrush. And beliEve me, she knows how to use it.",get caught cuddy got hairbrush believe knows use
House, Yeah. It's making me question my view of myself as a people person.,yeah making question view people person
House," Emergent situation, invoke heroic measures.",emergent situation invoke heroic measures
House," Great, where do I get me one of them? Do I need to Lawyer up?",great get one need lawyer
House," Well, they might have a pRoblem signing anything seeing as how they're dead.",well might problem signing anything seeing dead
House," Like what, dad's hand? I don't Even know where they're buried.",like dad hand even know buried
House," Great, and when your searches turn up nothing you should try to find out where they live.",great searches turn nothing try find live
House," Accountants, they're usually pretty good with money, so how come he lives in a slum like Market Town?",accountants usually pretty good money come lives slum like market town
House, Two bad accountants from the Pacific Rim? The odds are astronomical.,two bad accountants pacific rim odds astronomical
House," That'd be my bet. Go to his apartments. See if you can find his folks. Address, number, something. [House walks into his office. Foreman follows him.]",bet go apartments see find folks address number something
House, Sure.,sure
House, [turns on the TV] Time's up. Thanks for playing.,time thanks playing
House," Way ahead of you. I've got a case of malt liquor stashed in the trunk, Mr. Marvin Gaye on the CD, we are gonna get all the way down. Now move. [Foreman sits on the TV, which was not what House had in mind.]",way ahead got case malt liquor stashed trunk mr marvin gaye cd gonna get way move
House," Oh, you know me too well.",oh know well
House, I'm missing my soap for this?,missing soap
House, And fall for me Even more. The Love Doctor has made an art of breaking up with women. 'Cause you're convinced that the loss of you would be too devastating for any Woman to handle.,fall even love doctor made art breaking women cause convinced loss would devastating woman handle
House," I'll do it. [He flicks a yo-yo in Chase's face.] Let the master show you how it's done. [Chase takes a few tic-tacs as House dials.] Mr. Park? This is Dr. House calling from Princeton-Plainsboro TeaParkng Hospital in New Jersey. Your son Harvey is dead. We need you to identify the body. Yes, I'm sorry, it's the law. [Cameron is shocked, Chase rolls his eyes, and Foreman is grinning. House hangs up and takes the mint box from Chase.] There's a real art to delivering bad news.",let master show done mr park dr house calling princeton plainsboro teaparkng hospital new jersey son harvey dead need identify body yes sorry law real art delivering bad news
House, Be sure to let me know when Cuddy starts screaming. [Chase takes the second mint box from his pocket and eats a few more.],sure let know cuddy starts screaming
House," It's only a white lie. Technically, all I did was call them a little early. Trust me, he'll be dead real soon. Actually, I saved you some rush hour traffic.",white lie technically call little early trust dead real soon actually saved rush hour traffic
House, Fine. Just as soon as you sign this surgery consent. I have a pen. [Mrs. Park takes out her cell phone and dials.],fine soon sign surgery consent pen
House, But you don't get off on embarrassment the way your son does. I guess it skips a generation.,get embarrassment way son guess skips generation
House," Yeah, you guys can haggle in a minute. But here's the thing. Humiliation comes in all kinds of packages. People finding out that your son's a perv, that's pretty high up there. People finding out that you'd rather let your son die than sign a piece of paper, where's that rank? And trust me, if I have to paste up a sign in Every nail salon and dumpling shop in Pennsylvania, I'll make sure they know. [He offers them a pen. Mrs. Park turns off her phone and signs the paper.] Your son will be in surgery first thing in the morning. Dumplings, that was a cheap shot. [He leaves.]",yeah guys haggle minute thing humiliation comes kinds packages people finding son perv pretty high people finding rather let son die sign piece paper rank trust paste sign every nail salon dumpling shop pennsylvania make sure know son surgery first thing morning dumplings cheap shot
House," This is a mistake. I don't know how to have casual conversation. You think you're talking about one thing, and either you are and it's incredibly boring, or you're not because it's subtext and you need a decoder ring.",mistake know casual conversation think talking one thing either incredibly boring subtext need decoder ring
House, I have been on a date.,date
House, Did your wife give them to you?,wife give
House, I should cancel. I've got a Patient in surgery tomorrow. [House moves to the kitchen.],cancel got patient surgery tomorrow
House, [looking in the fridge] No beer.,beer
House," This is pretty lame, right? [Wilson smiles.]",pretty lame right
House, Thank you.,thank
House, Yeah. It's changed a lot since the last time I was here. It used to be a strip joint. [Cameron laughs.] Nice earrings.,yeah changed lot since last time used strip joint nice earrings
House, Nice shoes. Comfortable?,nice shoes comfortable
House," We're in a restaurant, we're dressed up, we're eating. If not small talk, what is there? [Awkward pause of doom.]",restaurant dressed eating small talk
House," I treat you like garbage, so I must really like you. Given your Freudian theory, what does it mean if I start being nice to you?",treat like garbage must really like given freudian theory mean start nice
House, Hmm. So there's absolutely nothing I can do to make you think that I don't like you.,hmm absolutely nothing make think like
House," You live under the delusion that you can fix Everything that isn't perfect. That's why you married a Man who was dying of cancer. You don't love, you need. And now that your husband is dead, you're looking for your new charity case. That's why you're going out with me. I'm twice your age, I'm not great looking, I'm not charming, I'm not Even nice. What I am is what you need. I'm damaged. [He picks up his menu, leaving Cameron to think.]",live delusion fix everything perfect married man dying cancer love need husband dead looking new charity case going twice age great looking charming even nice need damaged
House," She had the ravioli, I had the puttanesca.",ravioli puttanesca
House," Well, I did have a little indigestion afterwards. Maybe it was the garlic bread.",well little indigestion afterwards maybe garlic bread
House," Nothing deep, mostly small talk.",nothing deep mostly small talk
House," Took your advice, complimented her shoes, that's fifteen minutes of chat right there.",took advice complimented shoes fifteen minutes chat right
House, I don't think so.,think
House," If it's not clots, a loading dose of blood thinners is gonna make him bleed out of his ears. Then he won't be able to hear. [Myron and Ramona tap on the glass of Diagnostics.] Oy ve. [yelling] Nobody home, leave a message!",clots loading dose blood thinners gonna make bleed ears able hear oy nobody home leave message
House," Chase, Cameron, get another angiogram and echo. Better get a full-body scan. If it is clots, it'd be good to know where they are. [They all file out of the office; House goes to talk to Myron and Ramona.] Sorry about that. Guy dying.",chase cameron get another angiogram echo better get full body scan clots good know sorry guy dying
House," Well, glad to see you've got the correct perspective on the thing.",well glad see got correct perspective thing
House, Nice visual.,nice visual
House, Candy wouldn't take away your headaches.,candy take away headaches
House, You came to me and told me that you were having too much sex.,came told much sex
House," You too, Sequoia.",sequoia
House," I know that Everybody lies, but you'd think that after a certain amount of time together you wouldn't be trying so hard. [Myron fidgets with his wedding ring.] Your rings don't match.",know everybody lies think certain amount time together trying hard rings match
House," Well, style is one thing, but one silver, one gold? How long have you guys been married?",well style one thing one silver one gold long guys married
House," Damn it, you're having an affair.",damn affair
House," You guys aren't the victim of the little blue pill, you're the pRoblem!",guys victim little blue pill problem
House," Aw. [Myron takes out a breath spray and sprays his mouth.] Oh, welcome to hell. [House closes his eyes as Myron and Ramona kiss in front of him. And it hits him. He takes the tic-tacs he took from Chase out of his pocket and starts to walk off.]",aw oh welcome hell
House, Looks like you guys are good to go drug-free for a while.,looks like guys good go drug free
House," Dr. Chase, these breath mints you've been popping since yesterday. Are they a new fetish?",dr chase breath mints popping since yesterday new fetish
House, And you didn't find that interesting.,find interesting
House, Wrong.,wrong
House," Chase, get your nose in here.",chase get nose
House," Come on, just put your face in his mouth. [Chase does so, and then recoils.]",come put face mouth
House," Rich, wouldn't you say?",rich say
House, Number one sign of fulminating osteomylitis.,number one sign fulminating osteomylitis
House," PRobably from the original break. NEver healed properly. [CGI demonstrates.] Infected tissue from the jaw breaks off, blocks blood flow to the brain, and life just isn't worth living without blood.",probably original break never healed properly infected tissue jaw breaks blocks blood flow brain life worth living without blood
House," Like this. [He sticks a syringe in Harvey's jaw, pulling out pus from the infection.] Ladies and gentlemen, we have pus. [He hands the syringe to Chase, and takes the tic-tacs from him, eating a few.] We're gonna remove the jaw. Anybody got a buzzsaw? Okay, call a surgeon.",like ladies gentlemen pus gonna remove jaw anybody got buzzsaw okay call surgeon
House," Hi, I'm Dr. House. [to the nurse] How's tricks, Annette? [The nurse turns, and it is indeed Annette in nurse's scrubs.]",hi dr house tricks annette
House," No, it's okay. I came to talk to you both. Like I tell all my Patients, you've simply got to say ""no""ù to strangulation. Me, I'm a freak, I get off on not being in pain. That, and chocolate-covered marshmallow bunnies.",okay came talk like tell patients simply got say ù strangulation freak get pain chocolate covered marshmallow bunnies
House," Yeah, he is. A little. But it's got to stop. Or he'll die.",yeah little got stop die
House," Well, lock him in a cage. That should be fine, medically.",well lock cage fine medically
House," You witnessed the spew, or you just have his word for it? I think I'm coming down with a little bit of the clap. I may have to go home for a few days.",witnessed spew word think coming little bit clap may go home days
House, You said this is the fifth time he's missed a class this year! Either he's dying or he's lying.,said fifth time missed class year either dying lying
House," Fine, I'll have Cameron do it. She loves inspiring the inspired. [He starts to walk off.",fine cameron loves inspiring inspired starts walk
House, [turning back] Why is it always me?,always
House," I'm not doing it. [He leaves, stops at the door, and walks back in.] You're supposed to stop me. Renegotiate.",supposed stop renegotiate
House, I'll do the lecture for four hours off clinic.,lecture four hours clinic
House," I'm outta here, take it up with Cuddy.",outta take cuddy
House," Hi, Stacy.",hi stacy
House," How am I doing? Well, the last five years have been like! you Ever see those ""Girls Gone Wild""ù videos?",well last five years like ever see girls gone wild ù videos
House, Is that why you're here? [Stacy shakes her head.],
House, Who am I looking at?,looking
House," Who is suffering abdominal pain and fainting spells. No sign of tumors, no vasculitis. Could be indigestion, or maybe a kidney stone. A little one, can pack a lot of wallop.",suffering abdominal pain fainting spells sign tumors vasculitis could indigestion maybe kidney stone little one pack lot wallop
House," Not to someone so poorly endowed. This guy's pancreas is pathetic. [He walks off, Stacy follows.]",someone poorly endowed guy pancreas pathetic
House," Well, maybe there's nothing to be found.",well maybe nothing found
House, The walks are out. [Stacy grabs his arm.],walks
House, Interesting. It means there's either a neurological component or he's having an affair.,interesting means either neurological component affair
House," I'm not too busy, but I'm not sure I want him to live. It's good seeing you again. [He leaves, and Stacy is holding back tears.]",busy sure want live good seeing
House," Three guys walk into a clinic. Their legs hurt. What's wrong with them? [A student ""ì let's call him Keen Student ""ì raises his hand.] I'm not going to like you, am I?",three guys walk clinic legs hurt wrong going like
House," Statistically, you're right. Very good. My experience: over half of leg pain is musculoskeletal, generally from excessive exercise. Twelve percent is varicose veins brought on by pregnancy, and most of the rest is the result of vehicular accidents. I said three people. That's six legs. So, you've got three hurt jogging, two in collisions, and one of the legs is pregnant. [Some chuckles. Another student ""ì let's call her the Caring one ""ì pipes up.]",statistically right good experience half leg pain musculoskeletal generally excessive exercise twelve percent varicose veins brought pregnancy rest result vehicular accidents said three people six legs got three hurt jogging two collisions one legs pregnant
House, I have no idea. [Enter the third student: the Rebellious one.],idea
House," Of course, but all that told us was what they said happened. Person A, farmer, says he was fixing a fence. [Cut to a visual of the farmer.] Tightness of the ankle, loss of muscle control. [The farmer groans and collapses.] Person B, volleyball practice. [Cut to a girls' volleyball team, where there is one middle-aged Man playing with them. He dives for the ball and falls on the ground, clutParkng his leg.] Coach figured it was a pulled muscle. And C, [cut to a mini-golf course] we've got Carmen Electra. Golfing. [Her ball makes it into the golden Buddha, and she goes, ""Yes!""ù]",course told us said happened person farmer says fixing fence tightness ankle loss muscle control person b volleyball practice coach figured pulled muscle c got carmen electra golfing
House," The Baywatch thespian. And no, I've gotta disguise the identity of each of the Patients and I got tired of using the middle-aged Man. Carmen seemed like a pleasant alternative. Also, she's apparently quite the golfer. [He stands.] Now, in less than two hours, one of these three will get tossed out of the hospital because they were faking it to score narcotics, and one will be very close to death. Any guesses on which is which? [Silence.] Okay, I say we start with the farmer.",baywatch thespian gotta disguise identity patients got tired using middle aged man carmen seemed like pleasant alternative also apparently quite golfer less two hours one three get tossed hospital faking score narcotics one close death guesses okay say start farmer
House," Did you hike to the fence, and how far?",hike fence far
House, And where's the pain localized?,pain localized
House," So, what should we do first? [He turns, and Keen Student is standing right next to him.]",first
House," Indicative of leg pain? That's a very short list. Any history of bone cancer, osteogenesis imperfecta or multiple myeloma? [The farmer shakes his head. Caring Student pops up.]",indicative leg pain short list history bone cancer osteogenesis imperfecta multiple myeloma
House," Bzzt! Sorry, thanks for playing. Patient's dead. You killed him. [The students look and sure enough, the farmer's dead on the table.]",bzzt sorry thanks playing patient dead killed
House," You had time to look at the leg. [They look down, and the leg (and the overalls, and the whole farmer garb) is now the property of one Carmen Electra. She takes the straw out of her mouth and smiles.]",time look leg
House, We are. But if we're going to look at a leg!,going look leg
House," I need you to take off your pants. [House stands in the corner with a smug look on his face as Carmen takes off the overalls. She gets back on the table, playing with her hair as she does so. House looks at the wound, and then looks out as he proclaims --] Puncture.",need take pants puncture
House, That would be my guess.,would guess
House," That's what he said. Sudden shooting pain, tall grass, nEver saw a thing.",said sudden shooting pain tall grass never saw thing
House, You want me to tell you what kind of snake it was from the shape of the hole in the leg?,want tell kind snake shape hole leg
House," Oh, there are people to find those things out.",oh people find things
House," And while we wait for the HuMane Society to show up, what say we check up on the volleyball player?",wait humane society show say check volleyball player
House, It's a leg. A leg is a leg is a leg.,leg leg leg leg
House, Would you worry about her more if she was younger?,would worry younger
House," Yeah, right. I saw the way you were looking at Carmen. She's mine, stay away. [Chuckles from the class.] Would you operate on your mother?",yeah right saw way looking carmen mine stay away would operate mother
House, Then why are you so anxious to treat Every Patient like they're family? The actual Patient is 16. Here's what happens when doctors care to much.,anxious treat every patient like family actual patient happens doctors care much
House, You got all this from an examination of the knee?,got examination knee
House, She doesn't have tendonió,tendoni
House, She's depressed about having tendonitis.,depressed tendonitis
House, Not the boy.,boy
House," Ah. PRoblems with the thyroid gland causes depressed mental state, can cause inflammation of the tendons.",ah problems thyroid gland causes depressed mental state cause inflammation tendons
House," No, because she took such an interest she discovered a tiny nodule. Which, in reality, signified nothing, but gave us no choice but to put a person with tendonitis through an expensive and painful test.",took interest discovered tiny nodule reality signified nothing gave us choice put person tendonitis expensive painful test
House, Here's how a well-adjusted doctor handles a case.,well adjusted doctor handles case
House, I'd rather you didn't. [Caring Student shows up.],rather
House, First one. The golfer. [Enter Keen Student.],first one golfer
House, [to Carmen] You have decreased reflexes in your patellar tendon. Anyone? [Rebellious Student has shown up.],decreased reflexes patellar tendon anyone
House, Could be. How bad does it hurt?,could bad hurt
House, Yeah?,yeah
House," Oh, for God's sake. She's here to play out my fantasy, not because she's Meryl Streep. [Caring Student and Carmen both give him a look.] Fine. [Carmen disappears, and we see a Man in his late 30s, now known as Late 30s Man.]",oh god sake play fantasy meryl streep fine
House," Sir, are you getting pain anywhere else? [The last part is almost drowned out.]",sir getting pain anywhere else
House," Sir, where are you getting pain?",sir getting pain
House, Oooh.,oooh
House, [holding up the syringe] What do I do?,
House," Apparently, he's not allergic.",apparently allergic
House," No, you did exactly what his attending did.",exactly attending
House, Yeah.,yeah
House," You're going to see a lot of drug-seeking behavior in your practice, and there's a reason: it works. Meanwhile, back on the farm!",going see lot drug seeking behavior practice reason works meanwhile back farm
House," What say we take five? Get some coffee, go pee. [He leaves.]",say take five get coffee go pee
House, She asked me the same question.,asked question
House, There's pRobably nothing wrong with him.,probably nothing wrong
House, So I should help her because she hates me.,help hates
House, The volleyball player was responding to the anti-inflammatories as you'd expect in a case of tendonitis.,volleyball player responding anti inflammatories expect case tendonitis
House, What if I told you the volleyball player had a sudden massive stroke?,told volleyball player sudden massive stroke
House," No. But that would make you interested, right? What if her T4 came back low? It's not quite as interesting, but it has the benefit of being true.",would make interested right came back low quite interesting benefit true
House," No, I didn't. I said she put a person with tendonitis through an expensive and painful test. Apparently the Patient had tendonitis and a thyroid condition.",said put person tendonitis expensive painful test apparently patient tendonitis thyroid condition
House," You were right the first time. Snakebite guy's way more interesting. Gross, actually.",right first time snakebite guy way interesting gross actually
House," [looking at the tests] No, it's not. Notice the volume?",notice volume
House, 200mg. Our guy got bit less than four hours ago. There's no way a snake regenerates that much venom that quickly.,mg guy got bit less four hours ago way snake regenerates much venom quickly
House, Nope. Unless you've got a Patient bit by one. Then it might be helpful. So what do we do now?,nope unless got patient bit one might helpful
House," Or you go online and find there's only three poisonous snakes common in New Jersey: the copperhead, the timber rattler, and the coral. The copperhead and the timber rattler both respond to the antivenins we gave the guy.",go online find three poisonous snakes common new jersey copperhead timber rattler coral copperhead timber rattler respond antivenins gave guy
House, Is that a question?,question
House, Very good.,good
House," No need. Odds are, by the time you get back the autopsy results will tell you what kind of snake it was.",need odds time get back autopsy results tell kind snake
House," Again, was that a question? I asked what you would do. It seems unfair for you to ask me what you would do. Who gives the guy the other antivenin? [Half of the class raises their hands.] And who goes looking for the snake?",question asked would seems unfair ask would gives guy antivenin goes looking snake
House, That's usually the way it works at the leg turning black stage.,usually way works leg turning black stage
House, Yeah.,yeah
House," I'm sure this goes against Everything you've been taught, but right and wrong do exist. Just because you don't know what the right answer is ""ì maybe there's Even no way you could know what the right answer is ""ì doesn't make your answer right or Even okay. It's much simpler than that. It's just plain wrong.",sure goes everything taught right wrong exist know right answer maybe even way could know right answer make answer right even okay much simpler plain wrong
House, [voiceovers] We gave the guy the antivenin.,gave guy antivenin
House," [taking some Vicodin] On average, drug addicts are stupid.",average drug addicts stupid
House, Good for you. A lot of doctors wouldn't risk their careers on a hunch.,good lot doctors risk careers hunch
House," I beliEve drug addicts get sick. Actually, for some reason they tend to get sick more often than non-drug addicts. Luckily, you don't have to play your hunch, there's a faster way. Actually, there are sEveral. My preference is urine testing.",believe drug addicts get sick actually reason tend get sick often non drug addicts luckily play hunch faster way actually several preference urine testing
House, That's not what I'm testing for.,testing
House," We're going to put this hard, rubber tube up your urethra and into your bladder. It might be a little uncomfortable.",going put hard rubber tube urethra bladder might little uncomfortable
House, We're concerned about allergic reactions today.,concerned allergic reactions today
House," If the guy can handle a rod in his penis for half an hour, he's really sick.",guy handle rod penis half hour really sick
House," There's easier ways to get a hold of drugs. Other hospitals, for example. [He takes a mug out of the desk and sniffs it. He starts to walk off.] The volleyball player is not responding to treatment. [He leaves to go to the water fountain, and yells back -- ] At least we think it's not working on account of the fact she's getting worse. Can you still hear me?",easier ways get hold drugs hospitals example volleyball player responding treatment least think working account fact getting worse still hear
House," [filling the mug] Well, if you can't hear me, how do you know what I asked?",well hear know asked
House, Not her real name!,real name
House, The question is why. Likely suspects?,question likely suspects
House," [slowly] The adenoma is most likely. Check her PTH ""ì",adenoma likely check pth
House," -- phosphorus, and ionized calcium, and do a technetium sestamibi. Okay, that's enough about the volleyball player. What's up with the farmer? [They all look at him.]",phosphorus ionized calcium technetium sestamibi okay enough volleyball player farmer
House," Snakebite guy. Oh, right, you guys don't know about him. He doesn't get bitten until three months after we treat the volleyball player. Luckily, it's been well established that time is not a fixed construct. [He walks over to the white board, which now has writing on it pertaining to the farmer.] His condition's not improving; double the dosage.",snakebite guy oh right guys know get bitten three months treat volleyball player luckily well established time fixed construct condition improving double dosage
House," There's another antivenin, it's not as effective, but ""ì",another antivenin effective
House," The first stuff, the stuff he was allergic to ""ì",first stuff stuff allergic
House, [to the camera] What does it all mean?,mean
House, We tried Every other antivenin we had.,tried every antivenin
House," Yep. He's dying. His wife's here, finally found a babysitter. Who wants to let him know? Actually, I'm kidding.",yep dying wife finally found babysitter wants let know actually kidding
House," Oh, yeah, he's dying, but there's no wife and kid. Which is great. Makes the ""breaking the news""ù thing way easier. Oh, yeah, one more piece of news.",oh yeah dying wife kid great makes breaking news ù thing way easier oh yeah one piece news
House, The drug addict is peeing blood.,drug addict peeing blood
House, How do they teach you how to tell someone that they're dying? It's kind of like teaParkng arParktects how to explain why their building fell down. Do you roleplay and stuff?,teach tell someone dying kind like teaparkng arparktects explain building fell roleplay stuff
House," And what do you have to do to get an A in You're Dying 101? They grade you on gentleness and supportiveness? Is there a scale for measuring compassion? This buddy of mine, I gotta give him ten bucks Every time somebody says ""Thank you.""ù Imagine that. This guy's so good, people thank him for telling them that they're dying. [He looks at his picture.] Eh, needs brown. I don't get thanked that often.",get dying grade gentleness supportiveness scale measuring compassion buddy mine gotta give ten bucks every time somebody says thank ù imagine guy good people thank telling dying eh needs brown get thanked often
House, You're dying. In a few hours. There's nothing we can do except deal with the pain.,dying hours nothing except deal pain
House, You're not going home.,going home
House, Any of you guys go the dog route in your improv sessions? It's a basic truth of the huMan condition that Everybody lies. The only variable is about what. The weird thing about telling someone they're dying is it tends to focus their priorities. You find out what matters to them. What they're willing to die for. What they're willing to lie for.,guys go dog route improv sessions basic truth human condition everybody lies variable weird thing telling someone dying tends focus priorities find matters willing die willing lie
House," Well, you must have a neighbor who ""ì",well must neighbor
House," Then the HuMane Society can take him in and ""ì",humane society take
House," It wasn't a snakebite, was it?",snakebite
House," Sure you do. Just not by a snake. I assume that Cujo bit one of your neighbors awhile back. You tell me that he bit you, and I gotta report it. Cujo's got a record, he gets the chair. The good news is, you might just live. The bad news is, your dog's gonna die.",sure snake assume cujo bit one neighbors awhile back tell bit gotta report cujo got record gets chair good news might live bad news dog gonna die
House," What would you call that? That's tea-colored, right? The guy who we thought was just after the drugs! what's the differential diagnosis for urine that's tea-colored?",would call tea colored right guy thought drugs differential diagnosis urine tea colored
House, Kidney stones would cause what?,kidney stones would cause
House, What color is your pee?,color pee
House, What color is your blood?,color blood
House, What colors did I use?,colors use
House, And brown. What causes brown?,brown causes brown
House, Which means the kidneys are shutting down. Why?,means kidneys shutting
House, None that his history would indiCate.,none history would indicate
House, Treatment?,treatment
House, Other possible causes.,possible causes
House," Start him on antibiotics. What else? [She pauses.] Come on, come on!",start antibiotics else come come
House," You're useless. But at least you know it. Blood tests show elevated creatine kinase, what does that tell you?",useless least know blood tests show elevated creatine kinase tell
House, You sure?,sure
House, You know what's worse than useless? Useless and oblivious. [He goes to the Keen student.] What are they missing?,know worse useless useless oblivious missing
House, Yeah? You think it's going to be easier when you've got a real Patient really dying? [to Everyone] What are you missing?],yeah think going easier got real patient really dying missing
House, Not your case.,case
House," Brilliant. MRI his leg, see what's killing it.",brilliant mri leg see killing
House," Because the neck scan rEvealed nothing and her doctor's way more obsessive than she thinks she is. [Cameron, sitting in the back, tries not to act like that was directed at her.]",neck scan revealed nothing doctor way obsessive thinks
House," Because Dr. Cameron back there said muscle death, not one of you said it! Not one of this guy's doctors said it. They gave him bed rest and antibiotics, just like you guys would have.",dr cameron back said muscle death one said one guy doctors said gave bed rest antibiotics like guys would
House, No.,
House," Three days. It is in the nature of medicine that you are gonna screw up. You are gonna kill someone. If you can't handle that reality, pick another profession. Or finish medical school and teach.",three days nature medicine gonna screw gonna kill someone handle reality pick another profession finish medical school teach
House," No, three days before the Patient suggested it might have been muscle death.",three days patient suggested might muscle death
House," His MRI showed that the leg pain wasn't caused by the self-injection, wasn't caused by an infection. It was an aneurysm that clotted, leading to an infarction.",mri showed leg pain caused self injection caused infection aneurysm clotted leading infarction
House, I don't care what you find.,care find
House, I like my leg. I've had it for as long as I can remember.,like leg long remember
House, They're not cutting it off.,cutting
House, Patient made the right choice. Tell a surgeon it's okay to cut a leg off and he's going to spend the night polishing his good hacksaw.,patient made right choice tell surgeon okay cut leg going spend night polishing good hacksaw
House," Well, of course they care about their Patients. They just care about themselves more. Which is not an unreasonable position. Trying to maximize the tissue you save also maximizes the chances of something going wrong. Which means you've gotta be extra careful. Which is such a pain in the ass.",well course care patients care unreasonable position trying maximize tissue save also maximizes chances something going wrong means gotta extra careful pain ass
House," Yeah, they're just not as pretty. Do a bypass, restore the circulation.",yeah pretty bypass restore circulation
House," For you, or me?",
House, Four-day blockage.,four day blockage
House," If you restore the blood flow instead of just lopping it all off, then all that crap gets washed back into my system. The cytokines could cause organ failure, the potassium could cause cardiac arrest. On the other hand, I may just get the use of my leg back.",restore blood flow instead lopping crap gets washed back system cytokines could cause organ failure potassium could cause cardiac arrest hand may get use leg back
House," I'll get through it. I understand the risks, you're in the clear. Go schedule an OR. [Cuddy leaves.]",get understand risks clear go schedule
House, I think I'm more of a jerk.,think jerk
House, I'm not gonna die.,gonna die
House, I think they gotta up that morphine.,think gotta morphine
House, The doctors recommended bed rest and antibiotics.,doctors recommended bed rest antibiotics
House, Sure doesn't mean they're right.,sure mean right
House, I can handle it.,handle
House, That's why I need the damn morphine!,need damn morphine
House, Nurse? Nurse! I need more calcium gluconate.,nurse nurse need calcium gluconate
House, The QRS is getting wider. My potassium is rising.,qrs getting wider potassium rising
House," Well, you better make it fast, 'cause I'm about to go into cardiac arrest. You give me the dose, or I go into wide complex tachycardia.",well better make fast cause go cardiac arrest give dose go wide complex tachycardia
House," Listen, it's not a narcotic! I'm not looking for a buzz. You've got about twenty seconds. [His breathing quickens, and the monitors all go off.] I was wrong. [Nurses and doctors enter, including Cuddy.]",listen narcotic looking buzz got twenty seconds wrong
House, The Patient was technically dead for over a minute.,patient technically dead minute
House," Define real. They were real experiences. What they meant! Personally, I choose to beliEve that the white light people sometimes see visions, this Patient saw. They're all just chemical reactions that take place when the brain shuts down.",define real real experiences meant personally choose believe white light people sometimes see visions patient saw chemical reactions take place brain shuts
House," There's no conclusive science. My choice has no practical relevance to my life, I choose the outcome I find more comforting.",conclusive science choice practical relevance life choose outcome find comforting
House, I find it more comforting to beliEve that this isn't simply a test.,find comforting believe simply test
House, It's bad.,bad
House, It's just taking longer.,taking longer
House, It's my leg. It's my life.,leg life
House, Of course I would.,course would
House, I would say it's their choice.,would say choice
House," I can't, I can't, I'm sorry.",sorry
House," I know, I know. I need you to talk to the doctor.",know know need talk doctor
House, Thank you. [to Stacy] Hey.,thank hey
House, I'll see you when I wake up. We'll go golfing. I love you.,see wake go golfing love
House, [going under] You've got nothing to be sorry about. [Stacy gets up and walks over to Cuddy.],got nothing sorry
House," Because of the extent of the muscle removed, utility of the Patient's leg was sEverely compromised. Because of the time delay in making the diagnosis, Patient continues to experience chronic pain.",extent muscle removed utility patient leg severely compromised time delay making diagnosis patient continues experience chronic pain
House, [half-laugh] They usually are. Do you have a buzzer or something. What time does this class end?,usually buzzer something time class end
